,is_related,p1,p2
2973,1,/Users/harish3110/Desktop/capstone_project/train/F0282/MID2,/Users/harish3110/Desktop/capstone_project/train/F0282/MID10
2974,0,/Users/harish3110/Desktop/capstone_project/train/F0101/MID11,/Users/harish3110/Desktop/capstone_project/train/F0680/MID5
2975,0,/Users/harish3110/Desktop/capstone_project/train/F0123/MID3,/Users/harish3110/Desktop/capstone_project/train/F0350/MID2
2976,0,/Users/harish3110/Desktop/capstone_project/train/F0501/MID1,/Users/harish3110/Desktop/capstone_project/train/F0157/MID3
2977,1,/Users/harish3110/Desktop/capstone_project/train/F0192/MID1,/Users/harish3110/Desktop/capstone_project/train/F0192/MID4
2978,0,/Users/harish3110/Desktop/capstone_project/train/F0211/MID4,/Users/harish3110/Desktop/capstone_project/train/F0106/MID1
2979,0,/Users/harish3110/Desktop/capstone_project/train/F0593/MID2,/Users/harish3110/Desktop/capstone_project/train/F0368/MID1
2980,0,/Users/harish3110/Desktop/capstone_project/train/F0128/MID7,/Users/harish3110/Desktop/capstone_project/train/F0126/MID5
2981,0,/Users/harish3110/Desktop/capstone_project/train/F0038/MID5,/Users/harish3110/Desktop/capstone_project/train/F0933/MID5
2982,1,/Users/harish3110/Desktop/capstone_project/train/F0601/MID3,/Users/harish3110/Desktop/capstone_project/train/F0601/MID16
2983,0,/Users/harish3110/Desktop/capstone_project/train/F0942/MID4,/Users/harish3110/Desktop/capstone_project/train/F0425/MID1
2984,1,/Users/harish3110/Desktop/capstone_project/train/F0537/MID3,/Users/harish3110/Desktop/capstone_project/train/F0537/MID6
2985,0,/Users/harish3110/Desktop/capstone_project/train/F0231/MID12,/Users/harish3110/Desktop/capstone_project/train/F0165/MID8
2986,1,/Users/harish3110/Desktop/capstone_project/train/F0425/MID2,/Users/harish3110/Desktop/capstone_project/train/F0425/MID3
2987,0,/Users/harish3110/Desktop/capstone_project/train/F0500/MID1,/Users/harish3110/Desktop/capstone_project/train/F0425/MID2
2988,0,/Users/harish3110/Desktop/capstone_project/train/F0517/MID1,/Users/harish3110/Desktop/capstone_project/train/F0774/MID4
2989,1,/Users/harish3110/Desktop/capstone_project/train/F0763/MID2,/Users/harish3110/Desktop/capstone_project/train/F0763/MID4
2990,0,/Users/harish3110/Desktop/capstone_project/train/F0357/MID9,/Users/harish3110/Desktop/capstone_project/train/F0439/MID7
2991,0,/Users/harish3110/Desktop/capstone_project/train/F0203/MID8,/Users/harish3110/Desktop/capstone_project/train/F0179/MID3
2992,0,/Users/harish3110/Desktop/capstone_project/train/F0850/MID2,/Users/harish3110/Desktop/capstone_project/train/F0298/MID4
2993,0,/Users/harish3110/Desktop/capstone_project/train/F0281/MID4,/Users/harish3110/Desktop/capstone_project/train/F0601/MID4
2994,0,/Users/harish3110/Desktop/capstone_project/train/F0284/MID1,/Users/harish3110/Desktop/capstone_project/train/F0794/MID6
2995,1,/Users/harish3110/Desktop/capstone_project/train/F0179/MID2,/Users/harish3110/Desktop/capstone_project/train/F0179/MID3
2996,1,/Users/harish3110/Desktop/capstone_project/train/F0231/MID1,/Users/harish3110/Desktop/capstone_project/train/F0231/MID7
2997,0,/Users/harish3110/Desktop/capstone_project/train/F0765/MID4,/Users/harish3110/Desktop/capstone_project/train/F0503/MID1
2998,0,/Users/harish3110/Desktop/capstone_project/train/F0122/MID7,/Users/harish3110/Desktop/capstone_project/train/F0658/MID6
2999,0,/Users/harish3110/Desktop/capstone_project/train/F0142/MID6,/Users/harish3110/Desktop/capstone_project/train/F0977/MID6
3000,0,/Users/harish3110/Desktop/capstone_project/train/F0334/MID2,/Users/harish3110/Desktop/capstone_project/train/F0093/MID4
3001,0,/Users/harish3110/Desktop/capstone_project/train/F0837/MID1,/Users/harish3110/Desktop/capstone_project/train/F0460/MID7
3002,0,/Users/harish3110/Desktop/capstone_project/train/F0988/MID4,/Users/harish3110/Desktop/capstone_project/train/F0169/MID4
3003,1,/Users/harish3110/Desktop/capstone_project/train/F0238/MID5,/Users/harish3110/Desktop/capstone_project/train/F0238/MID8
3004,1,/Users/harish3110/Desktop/capstone_project/train/F0132/MID1,/Users/harish3110/Desktop/capstone_project/train/F0132/MID4
3005,1,/Users/harish3110/Desktop/capstone_project/train/F0760/MID3,/Users/harish3110/Desktop/capstone_project/train/F0760/MID4
3006,0,/Users/harish3110/Desktop/capstone_project/train/F0101/MID11,/Users/harish3110/Desktop/capstone_project/train/F0565/MID2
3007,1,/Users/harish3110/Desktop/capstone_project/train/F0621/MID4,/Users/harish3110/Desktop/capstone_project/train/F0621/MID5
3008,0,/Users/harish3110/Desktop/capstone_project/train/F0857/MID1,/Users/harish3110/Desktop/capstone_project/train/F0769/MID1
3009,0,/Users/harish3110/Desktop/capstone_project/train/F0812/MID2,/Users/harish3110/Desktop/capstone_project/train/F0763/MID9
3010,0,/Users/harish3110/Desktop/capstone_project/train/F0967/MID3,/Users/harish3110/Desktop/capstone_project/train/F0303/MID6
3011,0,/Users/harish3110/Desktop/capstone_project/train/F0134/MID4,/Users/harish3110/Desktop/capstone_project/train/F0425/MID6
3012,1,/Users/harish3110/Desktop/capstone_project/train/F0227/MID4,/Users/harish3110/Desktop/capstone_project/train/F0227/MID2
3013,0,/Users/harish3110/Desktop/capstone_project/train/F0721/MID2,/Users/harish3110/Desktop/capstone_project/train/F0211/MID1
3014,1,/Users/harish3110/Desktop/capstone_project/train/F0009/MID7,/Users/harish3110/Desktop/capstone_project/train/F0009/MID4
3015,0,/Users/harish3110/Desktop/capstone_project/train/F0884/MID2,/Users/harish3110/Desktop/capstone_project/train/F0390/MID6
3016,0,/Users/harish3110/Desktop/capstone_project/train/F0806/MID2,/Users/harish3110/Desktop/capstone_project/train/F0968/MID3
3017,0,/Users/harish3110/Desktop/capstone_project/train/F0302/MID3,/Users/harish3110/Desktop/capstone_project/train/F0672/MID1
3018,1,/Users/harish3110/Desktop/capstone_project/train/F0754/MID3,/Users/harish3110/Desktop/capstone_project/train/F0754/MID4
3019,0,/Users/harish3110/Desktop/capstone_project/train/F0536/MID3,/Users/harish3110/Desktop/capstone_project/train/F0413/MID1
3020,0,/Users/harish3110/Desktop/capstone_project/train/F0178/MID3,/Users/harish3110/Desktop/capstone_project/train/F0036/MID4
3021,1,/Users/harish3110/Desktop/capstone_project/train/F0545/MID2,/Users/harish3110/Desktop/capstone_project/train/F0545/MID6
3022,0,/Users/harish3110/Desktop/capstone_project/train/F0863/MID1,/Users/harish3110/Desktop/capstone_project/train/F0393/MID2
3023,0,/Users/harish3110/Desktop/capstone_project/train/F0438/MID6,/Users/harish3110/Desktop/capstone_project/train/F0294/MID2
3024,0,/Users/harish3110/Desktop/capstone_project/train/F0393/MID6,/Users/harish3110/Desktop/capstone_project/train/F0091/MID2
3025,0,/Users/harish3110/Desktop/capstone_project/train/F0672/MID4,/Users/harish3110/Desktop/capstone_project/train/F0842/MID4
3026,1,/Users/harish3110/Desktop/capstone_project/train/F0326/MID6,/Users/harish3110/Desktop/capstone_project/train/F0326/MID7
3027,0,/Users/harish3110/Desktop/capstone_project/train/F0552/MID6,/Users/harish3110/Desktop/capstone_project/train/F0427/MID6
3028,0,/Users/harish3110/Desktop/capstone_project/train/F0058/MID3,/Users/harish3110/Desktop/capstone_project/train/F0248/MID2
3029,1,/Users/harish3110/Desktop/capstone_project/train/F0716/MID4,/Users/harish3110/Desktop/capstone_project/train/F0716/MID5
3030,1,/Users/harish3110/Desktop/capstone_project/train/F0452/MID2,/Users/harish3110/Desktop/capstone_project/train/F0452/MID4
3031,0,/Users/harish3110/Desktop/capstone_project/train/F0282/MID4,/Users/harish3110/Desktop/capstone_project/train/F0851/MID5
3032,0,/Users/harish3110/Desktop/capstone_project/train/F0635/MID2,/Users/harish3110/Desktop/capstone_project/train/F0303/MID7
3033,0,/Users/harish3110/Desktop/capstone_project/train/F0601/MID25,/Users/harish3110/Desktop/capstone_project/train/F0170/MID3
3034,0,/Users/harish3110/Desktop/capstone_project/train/F0820/MID4,/Users/harish3110/Desktop/capstone_project/train/F0665/MID1
3035,0,/Users/harish3110/Desktop/capstone_project/train/F0866/MID2,/Users/harish3110/Desktop/capstone_project/train/F0610/MID7
3036,1,/Users/harish3110/Desktop/capstone_project/train/F0363/MID1,/Users/harish3110/Desktop/capstone_project/train/F0363/MID4
3037,1,/Users/harish3110/Desktop/capstone_project/train/F0464/MID2,/Users/harish3110/Desktop/capstone_project/train/F0464/MID3
3038,0,/Users/harish3110/Desktop/capstone_project/train/F0051/MID4,/Users/harish3110/Desktop/capstone_project/train/F0138/MID6
3039,0,/Users/harish3110/Desktop/capstone_project/train/F0848/MID1,/Users/harish3110/Desktop/capstone_project/train/F0548/MID4
3040,0,/Users/harish3110/Desktop/capstone_project/train/F0656/MID4,/Users/harish3110/Desktop/capstone_project/train/F0282/MID8
3041,1,/Users/harish3110/Desktop/capstone_project/train/F0988/MID9,/Users/harish3110/Desktop/capstone_project/train/F0988/MID7
3042,0,/Users/harish3110/Desktop/capstone_project/train/F0359/MID4,/Users/harish3110/Desktop/capstone_project/train/F0465/MID2
3043,0,/Users/harish3110/Desktop/capstone_project/train/F0183/MID5,/Users/harish3110/Desktop/capstone_project/train/F0051/MID1
3044,0,/Users/harish3110/Desktop/capstone_project/train/F0231/MID10,/Users/harish3110/Desktop/capstone_project/train/F0918/MID1
3045,1,/Users/harish3110/Desktop/capstone_project/train/F0665/MID2,/Users/harish3110/Desktop/capstone_project/train/F0665/MID5
3046,1,/Users/harish3110/Desktop/capstone_project/train/F0735/MID2,/Users/harish3110/Desktop/capstone_project/train/F0735/MID3
3047,0,/Users/harish3110/Desktop/capstone_project/train/F0977/MID5,/Users/harish3110/Desktop/capstone_project/train/F0206/MID3
3048,0,/Users/harish3110/Desktop/capstone_project/train/F0427/MID2,/Users/harish3110/Desktop/capstone_project/train/F0820/MID2
3049,0,/Users/harish3110/Desktop/capstone_project/train/F0339/MID4,/Users/harish3110/Desktop/capstone_project/train/F0818/MID6
3050,0,/Users/harish3110/Desktop/capstone_project/train/F0321/MID2,/Users/harish3110/Desktop/capstone_project/train/F0020/MID6
3051,1,/Users/harish3110/Desktop/capstone_project/train/F0959/MID2,/Users/harish3110/Desktop/capstone_project/train/F0959/MID4
3052,1,/Users/harish3110/Desktop/capstone_project/train/F0848/MID1,/Users/harish3110/Desktop/capstone_project/train/F0848/MID6
3053,1,/Users/harish3110/Desktop/capstone_project/train/F0128/MID4,/Users/harish3110/Desktop/capstone_project/train/F0128/MID5
3054,1,/Users/harish3110/Desktop/capstone_project/train/F0959/MID1,/Users/harish3110/Desktop/capstone_project/train/F0959/MID3
3055,1,/Users/harish3110/Desktop/capstone_project/train/F0703/MID1,/Users/harish3110/Desktop/capstone_project/train/F0703/MID7
3056,1,/Users/harish3110/Desktop/capstone_project/train/F0825/MID1,/Users/harish3110/Desktop/capstone_project/train/F0825/MID3
3057,0,/Users/harish3110/Desktop/capstone_project/train/F0983/MID3,/Users/harish3110/Desktop/capstone_project/train/F0833/MID1
3058,0,/Users/harish3110/Desktop/capstone_project/train/F0297/MID2,/Users/harish3110/Desktop/capstone_project/train/F0601/MID31
3059,0,/Users/harish3110/Desktop/capstone_project/train/F0829/MID6,/Users/harish3110/Desktop/capstone_project/train/F0884/MID1
3060,0,/Users/harish3110/Desktop/capstone_project/train/F0686/MID2,/Users/harish3110/Desktop/capstone_project/train/F0446/MID2
3061,1,/Users/harish3110/Desktop/capstone_project/train/F0488/MID1,/Users/harish3110/Desktop/capstone_project/train/F0488/MID4
3062,1,/Users/harish3110/Desktop/capstone_project/train/F0708/MID5,/Users/harish3110/Desktop/capstone_project/train/F0708/MID4
3063,0,/Users/harish3110/Desktop/capstone_project/train/F0736/MID9,/Users/harish3110/Desktop/capstone_project/train/F0350/MID4
3064,0,/Users/harish3110/Desktop/capstone_project/train/F0245/MID1,/Users/harish3110/Desktop/capstone_project/train/F0009/MID3
3065,0,/Users/harish3110/Desktop/capstone_project/train/F0236/MID3,/Users/harish3110/Desktop/capstone_project/train/F0984/MID7
3066,0,/Users/harish3110/Desktop/capstone_project/train/F0901/MID2,/Users/harish3110/Desktop/capstone_project/train/F0769/MID1
3067,0,/Users/harish3110/Desktop/capstone_project/train/F0423/MID6,/Users/harish3110/Desktop/capstone_project/train/F0225/MID4
3068,0,/Users/harish3110/Desktop/capstone_project/train/F0245/MID3,/Users/harish3110/Desktop/capstone_project/train/F0590/MID2
3069,0,/Users/harish3110/Desktop/capstone_project/train/F0101/MID3,/Users/harish3110/Desktop/capstone_project/train/F0811/MID2
3070,0,/Users/harish3110/Desktop/capstone_project/train/F0689/MID1,/Users/harish3110/Desktop/capstone_project/train/F0446/MID5
3071,0,/Users/harish3110/Desktop/capstone_project/train/F0238/MID3,/Users/harish3110/Desktop/capstone_project/train/F0497/MID1
3072,1,/Users/harish3110/Desktop/capstone_project/train/F0192/MID6,/Users/harish3110/Desktop/capstone_project/train/F0192/MID1
3073,1,/Users/harish3110/Desktop/capstone_project/train/F0965/MID8,/Users/harish3110/Desktop/capstone_project/train/F0965/MID1
3074,0,/Users/harish3110/Desktop/capstone_project/train/F0733/MID4,/Users/harish3110/Desktop/capstone_project/train/F0592/MID2
3075,0,/Users/harish3110/Desktop/capstone_project/train/F0238/MID8,/Users/harish3110/Desktop/capstone_project/train/F0838/MID1
3076,0,/Users/harish3110/Desktop/capstone_project/train/F0673/MID3,/Users/harish3110/Desktop/capstone_project/train/F0683/MID3
3077,0,/Users/harish3110/Desktop/capstone_project/train/F0128/MID7,/Users/harish3110/Desktop/capstone_project/train/F0610/MID1
3078,0,/Users/harish3110/Desktop/capstone_project/train/F0271/MID2,/Users/harish3110/Desktop/capstone_project/train/F0532/MID4
3079,1,/Users/harish3110/Desktop/capstone_project/train/F0468/MID1,/Users/harish3110/Desktop/capstone_project/train/F0468/MID2
3080,1,/Users/harish3110/Desktop/capstone_project/train/F0670/MID1,/Users/harish3110/Desktop/capstone_project/train/F0670/MID2
3081,1,/Users/harish3110/Desktop/capstone_project/train/F0128/MID6,/Users/harish3110/Desktop/capstone_project/train/F0128/MID7
3082,0,/Users/harish3110/Desktop/capstone_project/train/F0596/MID3,/Users/harish3110/Desktop/capstone_project/train/F0399/MID3
3083,0,/Users/harish3110/Desktop/capstone_project/train/F0101/MID15,/Users/harish3110/Desktop/capstone_project/train/F0202/MID3
3084,0,/Users/harish3110/Desktop/capstone_project/train/F0665/MID4,/Users/harish3110/Desktop/capstone_project/train/F0058/MID3
3085,0,/Users/harish3110/Desktop/capstone_project/train/F0174/MID5,/Users/harish3110/Desktop/capstone_project/train/F0165/MID8
3086,0,/Users/harish3110/Desktop/capstone_project/train/F0754/MID2,/Users/harish3110/Desktop/capstone_project/train/F0031/MID4
3087,0,/Users/harish3110/Desktop/capstone_project/train/F0299/MID4,/Users/harish3110/Desktop/capstone_project/train/F0673/MID7
3088,1,/Users/harish3110/Desktop/capstone_project/train/F0154/MID1,/Users/harish3110/Desktop/capstone_project/train/F0154/MID3
3089,1,/Users/harish3110/Desktop/capstone_project/train/F0642/MID6,/Users/harish3110/Desktop/capstone_project/train/F0642/MID1
3090,1,/Users/harish3110/Desktop/capstone_project/train/F0198/MID1,/Users/harish3110/Desktop/capstone_project/train/F0198/MID3
3091,0,/Users/harish3110/Desktop/capstone_project/train/F0036/MID1,/Users/harish3110/Desktop/capstone_project/train/F1000/MID9
3092,0,/Users/harish3110/Desktop/capstone_project/train/F0686/MID2,/Users/harish3110/Desktop/capstone_project/train/F0895/MID4
3093,1,/Users/harish3110/Desktop/capstone_project/train/F0231/MID4,/Users/harish3110/Desktop/capstone_project/train/F0231/MID9
3094,0,/Users/harish3110/Desktop/capstone_project/train/F0016/MID3,/Users/harish3110/Desktop/capstone_project/train/F0231/MID13
3095,0,/Users/harish3110/Desktop/capstone_project/train/F0146/MID3,/Users/harish3110/Desktop/capstone_project/train/F0010/MID1
3096,1,/Users/harish3110/Desktop/capstone_project/train/F0532/MID3,/Users/harish3110/Desktop/capstone_project/train/F0532/MID4
3097,1,/Users/harish3110/Desktop/capstone_project/train/F0983/MID3,/Users/harish3110/Desktop/capstone_project/train/F0983/MID4
3098,0,/Users/harish3110/Desktop/capstone_project/train/F0820/MID1,/Users/harish3110/Desktop/capstone_project/train/F0410/MID3
3099,0,/Users/harish3110/Desktop/capstone_project/train/F0424/MID2,/Users/harish3110/Desktop/capstone_project/train/F0854/MID4
3100,0,/Users/harish3110/Desktop/capstone_project/train/F0795/MID5,/Users/harish3110/Desktop/capstone_project/train/F0402/MID3
3101,0,/Users/harish3110/Desktop/capstone_project/train/F0188/MID4,/Users/harish3110/Desktop/capstone_project/train/F0998/MID3
3102,1,/Users/harish3110/Desktop/capstone_project/train/F0118/MID2,/Users/harish3110/Desktop/capstone_project/train/F0118/MID3
3103,0,/Users/harish3110/Desktop/capstone_project/train/F0791/MID1,/Users/harish3110/Desktop/capstone_project/train/F0840/MID1
3104,0,/Users/harish3110/Desktop/capstone_project/train/F0714/MID4,/Users/harish3110/Desktop/capstone_project/train/F0290/MID6
3105,0,/Users/harish3110/Desktop/capstone_project/train/F0154/MID3,/Users/harish3110/Desktop/capstone_project/train/F0126/MID4
3106,0,/Users/harish3110/Desktop/capstone_project/train/F0884/MID1,/Users/harish3110/Desktop/capstone_project/train/F0631/MID1
3107,0,/Users/harish3110/Desktop/capstone_project/train/F0126/MID3,/Users/harish3110/Desktop/capstone_project/train/F0041/MID3
3108,0,/Users/harish3110/Desktop/capstone_project/train/F0238/MID3,/Users/harish3110/Desktop/capstone_project/train/F0639/MID4
3109,1,/Users/harish3110/Desktop/capstone_project/train/F0805/MID1,/Users/harish3110/Desktop/capstone_project/train/F0805/MID7
3110,0,/Users/harish3110/Desktop/capstone_project/train/F0892/MID1,/Users/harish3110/Desktop/capstone_project/train/F0020/MID3
3111,1,/Users/harish3110/Desktop/capstone_project/train/F0736/MID4,/Users/harish3110/Desktop/capstone_project/train/F0736/MID2
3112,0,/Users/harish3110/Desktop/capstone_project/train/F0357/MID1,/Users/harish3110/Desktop/capstone_project/train/F0848/MID4
3113,1,/Users/harish3110/Desktop/capstone_project/train/F0091/MID7,/Users/harish3110/Desktop/capstone_project/train/F0091/MID3
3114,0,/Users/harish3110/Desktop/capstone_project/train/F0983/MID1,/Users/harish3110/Desktop/capstone_project/train/F0446/MID7
3115,1,/Users/harish3110/Desktop/capstone_project/train/F0832/MID2,/Users/harish3110/Desktop/capstone_project/train/F0832/MID5
3116,1,/Users/harish3110/Desktop/capstone_project/train/F0788/MID3,/Users/harish3110/Desktop/capstone_project/train/F0788/MID2
3117,0,/Users/harish3110/Desktop/capstone_project/train/F0930/MID5,/Users/harish3110/Desktop/capstone_project/train/F0680/MID4
3118,1,/Users/harish3110/Desktop/capstone_project/train/F0811/MID4,/Users/harish3110/Desktop/capstone_project/train/F0811/MID6
3119,0,/Users/harish3110/Desktop/capstone_project/train/F0444/MID2,/Users/harish3110/Desktop/capstone_project/train/F0023/MID5
3120,1,/Users/harish3110/Desktop/capstone_project/train/F0290/MID2,/Users/harish3110/Desktop/capstone_project/train/F0290/MID4
3121,0,/Users/harish3110/Desktop/capstone_project/train/F0899/MID3,/Users/harish3110/Desktop/capstone_project/train/F0599/MID4
3122,1,/Users/harish3110/Desktop/capstone_project/train/F0765/MID2,/Users/harish3110/Desktop/capstone_project/train/F0765/MID5
3123,1,/Users/harish3110/Desktop/capstone_project/train/F0091/MID3,/Users/harish3110/Desktop/capstone_project/train/F0091/MID5
3124,0,/Users/harish3110/Desktop/capstone_project/train/F0214/MID3,/Users/harish3110/Desktop/capstone_project/train/F0579/MID7
3125,1,/Users/harish3110/Desktop/capstone_project/train/F0974/MID7,/Users/harish3110/Desktop/capstone_project/train/F0974/MID1
3126,0,/Users/harish3110/Desktop/capstone_project/train/F0077/MID6,/Users/harish3110/Desktop/capstone_project/train/F0105/MID4
3127,0,/Users/harish3110/Desktop/capstone_project/train/F0491/MID2,/Users/harish3110/Desktop/capstone_project/train/F0918/MID8
3128,1,/Users/harish3110/Desktop/capstone_project/train/F0537/MID2,/Users/harish3110/Desktop/capstone_project/train/F0537/MID4
3129,0,/Users/harish3110/Desktop/capstone_project/train/F0756/MID1,/Users/harish3110/Desktop/capstone_project/train/F0590/MID7
3130,0,/Users/harish3110/Desktop/capstone_project/train/F0387/MID7,/Users/harish3110/Desktop/capstone_project/train/F0915/MID5
3131,0,/Users/harish3110/Desktop/capstone_project/train/F0593/MID3,/Users/harish3110/Desktop/capstone_project/train/F0435/MID5
3132,0,/Users/harish3110/Desktop/capstone_project/train/F0601/MID6,/Users/harish3110/Desktop/capstone_project/train/F0309/MID2
3133,1,/Users/harish3110/Desktop/capstone_project/train/F0020/MID8,/Users/harish3110/Desktop/capstone_project/train/F0020/MID10
3134,0,/Users/harish3110/Desktop/capstone_project/train/F0773/MID6,/Users/harish3110/Desktop/capstone_project/train/F0093/MID6
3135,0,/Users/harish3110/Desktop/capstone_project/train/F0157/MID4,/Users/harish3110/Desktop/capstone_project/train/F0264/MID10
3136,0,/Users/harish3110/Desktop/capstone_project/train/F0703/MID7,/Users/harish3110/Desktop/capstone_project/train/F0641/MID2
3137,0,/Users/harish3110/Desktop/capstone_project/train/F0820/MID2,/Users/harish3110/Desktop/capstone_project/train/F0482/MID4
3138,0,/Users/harish3110/Desktop/capstone_project/train/F0831/MID6,/Users/harish3110/Desktop/capstone_project/train/F0974/MID2
3139,1,/Users/harish3110/Desktop/capstone_project/train/F0915/MID4,/Users/harish3110/Desktop/capstone_project/train/F0915/MID1
3140,0,/Users/harish3110/Desktop/capstone_project/train/F0290/MID3,/Users/harish3110/Desktop/capstone_project/train/F0601/MID19
3141,0,/Users/harish3110/Desktop/capstone_project/train/F0196/MID1,/Users/harish3110/Desktop/capstone_project/train/F0970/MID3
3142,1,/Users/harish3110/Desktop/capstone_project/train/F0733/MID4,/Users/harish3110/Desktop/capstone_project/train/F0733/MID2
3143,0,/Users/harish3110/Desktop/capstone_project/train/F0881/MID4,/Users/harish3110/Desktop/capstone_project/train/F0785/MID8
3144,0,/Users/harish3110/Desktop/capstone_project/train/F0326/MID4,/Users/harish3110/Desktop/capstone_project/train/F0533/MID2
3145,1,/Users/harish3110/Desktop/capstone_project/train/F0249/MID6,/Users/harish3110/Desktop/capstone_project/train/F0249/MID5
3146,0,/Users/harish3110/Desktop/capstone_project/train/F0708/MID9,/Users/harish3110/Desktop/capstone_project/train/F0439/MID1
3147,0,/Users/harish3110/Desktop/capstone_project/train/F0086/MID4,/Users/harish3110/Desktop/capstone_project/train/F0812/MID1
3148,1,/Users/harish3110/Desktop/capstone_project/train/F0892/MID1,/Users/harish3110/Desktop/capstone_project/train/F0892/MID4
3149,1,/Users/harish3110/Desktop/capstone_project/train/F0408/MID3,/Users/harish3110/Desktop/capstone_project/train/F0408/MID4
3150,0,/Users/harish3110/Desktop/capstone_project/train/F0596/MID2,/Users/harish3110/Desktop/capstone_project/train/F0150/MID3
3151,0,/Users/harish3110/Desktop/capstone_project/train/F0126/MID1,/Users/harish3110/Desktop/capstone_project/train/F0683/MID3
3152,0,/Users/harish3110/Desktop/capstone_project/train/F0326/MID7,/Users/harish3110/Desktop/capstone_project/train/F0010/MID2
3153,1,/Users/harish3110/Desktop/capstone_project/train/F0601/MID17,/Users/harish3110/Desktop/capstone_project/train/F0601/MID24
3154,0,/Users/harish3110/Desktop/capstone_project/train/F0086/MID4,/Users/harish3110/Desktop/capstone_project/train/F0756/MID4
3155,1,/Users/harish3110/Desktop/capstone_project/train/F0770/MID5,/Users/harish3110/Desktop/capstone_project/train/F0770/MID2
3156,1,/Users/harish3110/Desktop/capstone_project/train/F0708/MID5,/Users/harish3110/Desktop/capstone_project/train/F0708/MID3
3157,0,/Users/harish3110/Desktop/capstone_project/train/F0920/MID1,/Users/harish3110/Desktop/capstone_project/train/F0432/MID4
3158,0,/Users/harish3110/Desktop/capstone_project/train/F0197/MID4,/Users/harish3110/Desktop/capstone_project/train/F0728/MID1
3159,1,/Users/harish3110/Desktop/capstone_project/train/F0672/MID2,/Users/harish3110/Desktop/capstone_project/train/F0672/MID7
3160,1,/Users/harish3110/Desktop/capstone_project/train/F0765/MID2,/Users/harish3110/Desktop/capstone_project/train/F0765/MID4
3161,0,/Users/harish3110/Desktop/capstone_project/train/F0101/MID4,/Users/harish3110/Desktop/capstone_project/train/F0838/MID2
3162,1,/Users/harish3110/Desktop/capstone_project/train/F0249/MID1,/Users/harish3110/Desktop/capstone_project/train/F0249/MID9
3163,0,/Users/harish3110/Desktop/capstone_project/train/F0101/MID2,/Users/harish3110/Desktop/capstone_project/train/F0754/MID1
3164,0,/Users/harish3110/Desktop/capstone_project/train/F0892/MID3,/Users/harish3110/Desktop/capstone_project/train/F0908/MID1
3165,0,/Users/harish3110/Desktop/capstone_project/train/F0002/MID1,/Users/harish3110/Desktop/capstone_project/train/F0939/MID3
3166,0,/Users/harish3110/Desktop/capstone_project/train/F0319/MID1,/Users/harish3110/Desktop/capstone_project/train/F0238/MID6
3167,0,/Users/harish3110/Desktop/capstone_project/train/F0836/MID10,/Users/harish3110/Desktop/capstone_project/train/F0257/MID3
3168,0,/Users/harish3110/Desktop/capstone_project/train/F0599/MID5,/Users/harish3110/Desktop/capstone_project/train/F0350/MID2
3169,0,/Users/harish3110/Desktop/capstone_project/train/F0146/MID3,/Users/harish3110/Desktop/capstone_project/train/F0977/MID6
3170,0,/Users/harish3110/Desktop/capstone_project/train/F0519/MID2,/Users/harish3110/Desktop/capstone_project/train/F0165/MID9
3171,0,/Users/harish3110/Desktop/capstone_project/train/F0203/MID4,/Users/harish3110/Desktop/capstone_project/train/F0481/MID2
3172,0,/Users/harish3110/Desktop/capstone_project/train/F0460/MID5,/Users/harish3110/Desktop/capstone_project/train/F0708/MID10
3173,1,/Users/harish3110/Desktop/capstone_project/train/F0881/MID5,/Users/harish3110/Desktop/capstone_project/train/F0881/MID2
3174,0,/Users/harish3110/Desktop/capstone_project/train/F0275/MID3,/Users/harish3110/Desktop/capstone_project/train/F0785/MID7
3175,0,/Users/harish3110/Desktop/capstone_project/train/F0283/MID2,/Users/harish3110/Desktop/capstone_project/train/F0262/MID2
3176,0,/Users/harish3110/Desktop/capstone_project/train/F0387/MID1,/Users/harish3110/Desktop/capstone_project/train/F0788/MID4
3177,1,/Users/harish3110/Desktop/capstone_project/train/F0656/MID2,/Users/harish3110/Desktop/capstone_project/train/F0656/MID5
3178,0,/Users/harish3110/Desktop/capstone_project/train/F0010/MID3,/Users/harish3110/Desktop/capstone_project/train/F0431/MID2
3179,0,/Users/harish3110/Desktop/capstone_project/train/F0966/MID1,/Users/harish3110/Desktop/capstone_project/train/F0742/MID1
3180,0,/Users/harish3110/Desktop/capstone_project/train/F0231/MID3,/Users/harish3110/Desktop/capstone_project/train/F0532/MID1
3181,1,/Users/harish3110/Desktop/capstone_project/train/F0955/MID6,/Users/harish3110/Desktop/capstone_project/train/F0955/MID9
3182,0,/Users/harish3110/Desktop/capstone_project/train/F0552/MID5,/Users/harish3110/Desktop/capstone_project/train/F0809/MID4
3183,0,/Users/harish3110/Desktop/capstone_project/train/F0432/MID6,/Users/harish3110/Desktop/capstone_project/train/F0769/MID7
3184,0,/Users/harish3110/Desktop/capstone_project/train/F0118/MID2,/Users/harish3110/Desktop/capstone_project/train/F0332/MID4
3185,0,/Users/harish3110/Desktop/capstone_project/train/F0673/MID5,/Users/harish3110/Desktop/capstone_project/train/F0696/MID3
3186,1,/Users/harish3110/Desktop/capstone_project/train/F0402/MID8,/Users/harish3110/Desktop/capstone_project/train/F0402/MID1
3187,1,/Users/harish3110/Desktop/capstone_project/train/F0254/MID1,/Users/harish3110/Desktop/capstone_project/train/F0254/MID4
